"initial_alias","converted_alias","name","description","namespace"
"GO:0007166","ENSMUSG00000022790","Igsf11","immunoglobulin superfamily, member 11 [Source:MGI Symbol;Acc:MGI:2388477]","GO"
"GO:0007166","ENSMUSG00000022812","Gsk3b","glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]","GO"
"GO:0007166","ENSMUSG00000022816","Fstl1","follistatin-like 1 [Source:MGI Symbol;Acc:MGI:102793]","GO"
"GO:0007166","ENSMUSG00000022817","Itgb5","integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614]","GO"
"GO:0007166","ENSMUSG00000022831","Hcls1","hematopoietic cell specific Lyn substrate 1 [Source:MGI Symbol;Acc:MGI:104568]","GO"
"GO:0007166","ENSMUSG00000022840","Adcy5","adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673]","GO"
"GO:0007166","ENSMUSG00000022847","Thpo","thrombopoietin [Source:MGI Symbol;Acc:MGI:101875]","GO"
"GO:0007166","ENSMUSG00000022855","Senp2","SUMO/sentrin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1923076]","GO"
"GO:0007166","ENSMUSG00000022868","Ahsg","alpha-2-HS-glycoprotein [Source:MGI Symbol;Acc:MGI:107189]","GO"
"GO:0007166","ENSMUSG00000022877","Hrg","histidine-rich glycoprotein [Source:MGI Symbol;Acc:MGI:2146636]","GO"
"GO:0007166","ENSMUSG00000022878","Adipoq","adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]","GO"
"GO:0007166","ENSMUSG00000022883","Robo1","roundabout guidance receptor 1 [Source:MGI Symbol;Acc:MGI:1274781]","GO"
"GO:0007166","ENSMUSG00000022886","Prl2a1","prolactin family 2, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1861446]","GO"
"GO:0007166","ENSMUSG00000022892","App","amyloid beta (A4) precursor protein [Source:MGI Symbol;Acc:MGI:88059]","GO"
"GO:0007166","ENSMUSG00000022901","Cd86","CD86 antigen [Source:MGI Symbol;Acc:MGI:101773]","GO"
"GO:0007166","ENSMUSG00000022906","Parp9","poly (ADP-ribose) polymerase family, member 9 [Source:MGI Symbol;Acc:MGI:1933117]","GO"
"GO:0007166","ENSMUSG00000022911","Arl13b","ADP-ribosylation factor-like 13B [Source:MGI Symbol;Acc:MGI:1915396]","GO"
"GO:0007166","ENSMUSG00000022914","Brwd1","bromodomain and WD repeat domain containing 1 [Source:MGI Symbol;Acc:MGI:1890651]","GO"
"GO:0007166","ENSMUSG00000022935","Grik1","glutamate receptor, ionotropic, kainate 1 [Source:MGI Symbol;Acc:MGI:95814]","GO"
"GO:0007166","ENSMUSG00000022965","Ifngr2","interferon gamma receptor 2 [Source:MGI Symbol;Acc:MGI:107654]","GO"
"GO:0007166","ENSMUSG00000022967","Ifnar1","interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658]","GO"
"GO:0007166","ENSMUSG00000022971","Ifnar2","interferon (alpha and beta) receptor 2 [Source:MGI Symbol;Acc:MGI:1098243]","GO"
"GO:0007166","ENSMUSG00000022996","Wnt10b","wingless-type MMTV integration site family, member 10B [Source:MGI Symbol;Acc:MGI:108061]","GO"
"GO:0007166","ENSMUSG00000022997","Wnt1","wingless-type MMTV integration site family, member 1 [Source:MGI Symbol;Acc:MGI:98953]","GO"
"GO:0007166","ENSMUSG00000022999","Lmbr1l","limb region 1 like [Source:MGI Symbol;Acc:MGI:1289247]","GO"
"GO:0007166","ENSMUSG00000023000","Dhh","desert hedgehog [Source:MGI Symbol;Acc:MGI:94891]","GO"
"GO:0007166","ENSMUSG00000023011","Faim2","Fas apoptotic inhibitory molecule 2 [Source:MGI Symbol;Acc:MGI:1919643]","GO"
"GO:0007166","ENSMUSG00000023031","Cela1","chymotrypsin-like elastase family, member 1 [Source:MGI Symbol;Acc:MGI:95314]","GO"
"GO:0007166","ENSMUSG00000023043","Krt18","keratin 18 [Source:MGI Symbol;Acc:MGI:96692]","GO"
"GO:0007166","ENSMUSG00000023046","Igfbp6","insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441]","GO"
"GO:0007166","ENSMUSG00000023047","Amhr2","anti-Mullerian hormone type 2 receptor [Source:MGI Symbol;Acc:MGI:105062]","GO"
"GO:0007166","ENSMUSG00000023052","Npff","neuropeptide FF-amide peptide precursor [Source:MGI Symbol;Acc:MGI:1891708]","GO"
"GO:0007166","ENSMUSG00000023055","Calcoco1","calcium binding and coiled coil domain 1 [Source:MGI Symbol;Acc:MGI:1914738]","GO"
"GO:0007166","ENSMUSG00000023068","Nus1","NUS1 dehydrodolichyl diphosphate synthase subunit [Source:MGI Symbol;Acc:MGI:1196365]","GO"
"GO:0007166","ENSMUSG00000023078","Cxcl13","chemokine (C-X-C motif) ligand 13 [Source:MGI Symbol;Acc:MGI:1888499]","GO"
"GO:0007166","ENSMUSG00000023170","Gps2","G protein pathway suppressor 2 [Source:MGI Symbol;Acc:MGI:1891751]","GO"
"GO:0007166","ENSMUSG00000023192","Grm2","glutamate receptor, metabotropic 2 [Source:MGI Symbol;Acc:MGI:1351339]","GO"
"GO:0007166","ENSMUSG00000023206","Il15ra","interleukin 15 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:104644]","GO"
"GO:0007166","ENSMUSG00000023235","Ccl25","chemokine (C-C motif) ligand 25 [Source:MGI Symbol;Acc:MGI:1099448]","GO"
"GO:0007166","ENSMUSG00000023266","Frs3","fibroblast growth factor receptor substrate 3 [Source:MGI Symbol;Acc:MGI:2135965]","GO"
"GO:0007166","ENSMUSG00000023274","Cd4","CD4 antigen [Source:MGI Symbol;Acc:MGI:88335]","GO"
"GO:0007166","ENSMUSG00000023279","Bmp15","bone morphogenetic protein 15 [Source:MGI Symbol;Acc:MGI:1316745]","GO"
"GO:0007166","ENSMUSG00000023391","Dlx2","distal-less homeobox 2 [Source:MGI Symbol;Acc:MGI:94902]","GO"
"GO:0007166","ENSMUSG00000023411","Nfatc4","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]","GO"
"GO:0007166","ENSMUSG00000023473","Celsr3","cadherin, EGF LAG seven-pass G-type receptor 3 [Source:MGI Symbol;Acc:MGI:1858236]","GO"
"GO:0007166","ENSMUSG00000023571","C1qtnf12","C1q and tumor necrosis factor related 12 [Source:MGI Symbol;Acc:MGI:1914639]","GO"
"GO:0007166","ENSMUSG00000023781","Hes7","hes family bHLH transcription factor 7 [Source:MGI Symbol;Acc:MGI:2135679]","GO"
"GO:0007166","ENSMUSG00000023826","Prkn","parkin RBR E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1355296]","GO"
"GO:0007166","ENSMUSG00000023845","Lnpep","leucyl/cystinyl aminopeptidase [Source:MGI Symbol;Acc:MGI:2387123]","GO"
"GO:0007166","ENSMUSG00000023886","Smoc2","SPARC related modular calcium binding 2 [Source:MGI Symbol;Acc:MGI:1929881]","GO"
"GO:0007166","ENSMUSG00000023905","Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]","GO"
"GO:0007166","ENSMUSG00000023915","Tnfrsf21","tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]","GO"
"GO:0007166","ENSMUSG00000023918","Adgrf4","adhesion G protein-coupled receptor F4 [Source:MGI Symbol;Acc:MGI:1925499]","GO"
"GO:0007166","ENSMUSG00000023942","Slc29a1","solute carrier family 29 (nucleoside transporters), member 1 [Source:MGI Symbol;Acc:MGI:1927073]","GO"
"GO:0007166","ENSMUSG00000023944","Hsp90ab1","heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]","GO"
"GO:0007166","ENSMUSG00000023951","Vegfa","vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]","GO"
"GO:0007166","ENSMUSG00000023964","Calcr","calcitonin receptor [Source:MGI Symbol;Acc:MGI:101950]","GO"
"GO:0007166","ENSMUSG00000023965","Fbxl17","F-box and leucine-rich repeat protein 17 [Source:MGI Symbol;Acc:MGI:1354704]","GO"
"GO:0007166","ENSMUSG00000023972","Ptk7","PTK7 protein tyrosine kinase 7 [Source:MGI Symbol;Acc:MGI:1918711]","GO"
"GO:0007166","ENSMUSG00000023992","Trem2","triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]","GO"
"GO:0007166","ENSMUSG00000024027","Glp1r","glucagon-like peptide 1 receptor [Source:MGI Symbol;Acc:MGI:99571]","GO"
"GO:0007166","ENSMUSG00000024066","Xdh","xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]","GO"
"GO:0007166","ENSMUSG00000024073","Birc6","baculoviral IAP repeat-containing 6 [Source:MGI Symbol;Acc:MGI:1276108]","GO"
"GO:0007166","ENSMUSG00000024077","Strn","striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]","GO"
"GO:0007166","ENSMUSG00000024087","Cyp1b1","cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]","GO"
"GO:0007166","ENSMUSG00000024098","Twsg1","twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520]","GO"
"GO:0007166","ENSMUSG00000024105","Themis3","thymocyte selection associated family member 3 [Source:MGI Symbol;Acc:MGI:1921806]","GO"
"GO:0007166","ENSMUSG00000024109","Nrxn1","neurexin I [Source:MGI Symbol;Acc:MGI:1096391]","GO"
"GO:0007166","ENSMUSG00000024118","Tedc2","tubulin epsilon and delta complex 2 [Source:MGI Symbol;Acc:MGI:1919266]","GO"
"GO:0007166","ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C [Source:MGI Symbol;Acc:MGI:88116]","GO"
"GO:0007166","ENSMUSG00000024122","Pdpk1","3-phosphoinositide dependent protein kinase 1 [Source:MGI Symbol;Acc:MGI:1338068]","GO"
"GO:0007166","ENSMUSG00000024143","Rhoq","ras homolog family member Q [Source:MGI Symbol;Acc:MGI:1931553]","GO"
"GO:0007166","ENSMUSG00000024164","C3","complement component 3 [Source:MGI Symbol;Acc:MGI:88227]","GO"
"GO:0007166","ENSMUSG00000024168","Tmem204","transmembrane protein 204 [Source:MGI Symbol;Acc:MGI:3039635]","GO"
"GO:0007166","ENSMUSG00000024169","Ift140","intraflagellar transport 140 [Source:MGI Symbol;Acc:MGI:2146906]","GO"
"GO:0007166","ENSMUSG00000024182","Axin1","axin 1 [Source:MGI Symbol;Acc:MGI:1096327]","GO"
"GO:0007166","ENSMUSG00000024211","Grm8","glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]","GO"
"GO:0007166","ENSMUSG00000024219","Anks1","ankyrin repeat and SAM domain containing 1 [Source:MGI Symbol;Acc:MGI:2446180]","GO"
"GO:0007166","ENSMUSG00000024232","Bambi","BMP and activin membrane-bound inhibitor [Source:MGI Symbol;Acc:MGI:1915260]","GO"
"GO:0007166","ENSMUSG00000024238","Zeb1","zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313]","GO"
"GO:0007166","ENSMUSG00000024241","Sos1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:MGI Symbol;Acc:MGI:98354]","GO"
"GO:0007166","ENSMUSG00000024268","Celf4","CUGBP, Elav-like family member 4 [Source:MGI Symbol;Acc:MGI:1932407]","GO"
"GO:0007166","ENSMUSG00000024271","Elp2","elongator acetyltransferase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1889642]","GO"
"GO:0007166","ENSMUSG00000024286","Ccny","cyclin Y [Source:MGI Symbol;Acc:MGI:1915224]","GO"
"GO:0007166","ENSMUSG00000024294","Mib1","mindbomb E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2443157]","GO"
"GO:0007166","ENSMUSG00000024304","Cdh2","cadherin 2 [Source:MGI Symbol;Acc:MGI:88355]","GO"
"GO:0007166","ENSMUSG00000024317","Rnf138","ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211]","GO"
"GO:0007166","ENSMUSG00000024340","Btnl2","butyrophilin-like 2 [Source:MGI Symbol;Acc:MGI:1859549]","GO"
"GO:0007166","ENSMUSG00000024353","Mzb1","marginal zone B and B1 cell-specific protein 1 [Source:MGI Symbol;Acc:MGI:1917066]","GO"
"GO:0007166","ENSMUSG00000024366","Gfra3","glial cell line derived neurotrophic factor family receptor alpha 3 [Source:MGI Symbol;Acc:MGI:1201403]","GO"
"GO:0007166","ENSMUSG00000024379","Tslp","thymic stromal lymphopoietin [Source:MGI Symbol;Acc:MGI:1855696]","GO"
"GO:0007166","ENSMUSG00000024387","Csnk2b","casein kinase 2, beta polypeptide [Source:MGI Symbol;Acc:MGI:88548]","GO"
"GO:0007166","ENSMUSG00000024392","Bag6","BCL2-associated athanogene 6 [Source:MGI Symbol;Acc:MGI:1919439]","GO"
"GO:0007166","ENSMUSG00000024395","Lims2","LIM and senescent cell antigen like domains 2 [Source:MGI Symbol;Acc:MGI:2385067]","GO"
"GO:0007166","ENSMUSG00000024401","Tnf","tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798]","GO"
"GO:0007166","ENSMUSG00000024406","Pou5f1","POU domain, class 5, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101893]","GO"
"GO:0007166","ENSMUSG00000024421","Lama3","laminin, alpha 3 [Source:MGI Symbol;Acc:MGI:99909]","GO"
"GO:0007166","ENSMUSG00000024427","Spry4","sprouty RTK signaling antagonist 4 [Source:MGI Symbol;Acc:MGI:1345144]","GO"
"GO:0007166","ENSMUSG00000024442","Dele1","DAP3 binding cell death enhancer 1 [Source:MGI Symbol;Acc:MGI:1914089]","GO"
"GO:0007166","ENSMUSG00000024486","Hbegf","heparin-binding EGF-like growth factor [Source:MGI Symbol;Acc:MGI:96070]","GO"
"GO:0007166","ENSMUSG00000024513","Mbd2","methyl-CpG binding domain protein 2 [Source:MGI Symbol;Acc:MGI:1333813]","GO"
"GO:0007166","ENSMUSG00000024515","Smad4","SMAD family member 4 [Source:MGI Symbol;Acc:MGI:894293]","GO"
"GO:0007166","ENSMUSG00000024526","Cidea","cell death-inducing DNA fragmentation factor, alpha subunit-like effector A [Source:MGI Symbol;Acc:MGI:1270845]","GO"
"GO:0007166","ENSMUSG00000024529","Lox","lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817]","GO"
"GO:0007166","ENSMUSG00000024539","Ptpn2","protein tyrosine phosphatase, non-receptor type 2 [Source:MGI Symbol;Acc:MGI:97806]","GO"
"GO:0007166","ENSMUSG00000024544","Ldlrad4","low density lipoprotein receptor class A domain containing 4 [Source:MGI Symbol;Acc:MGI:1277150]","GO"
"GO:0007166","ENSMUSG00000024563","Smad2","SMAD family member 2 [Source:MGI Symbol;Acc:MGI:108051]","GO"
"GO:0007166","ENSMUSG00000024565","Sall3","spalt like transcription factor 3 [Source:MGI Symbol;Acc:MGI:109295]","GO"
"GO:0007166","ENSMUSG00000024576","Csnk1a1","casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]","GO"
"GO:0007166","ENSMUSG00000024598","Fbn2","fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]","GO"
"GO:0007166","ENSMUSG00000024610","Cd74","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated) [Source:MGI Symbol;Acc:MGI:96534]","GO"
"GO:0007166","ENSMUSG00000024617","Camk2a","calcium/calmodulin-dependent protein kinase II alpha [Source:MGI Symbol;Acc:MGI:88256]","GO"
"GO:0007166","ENSMUSG00000024620","Pdgfrb","platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]","GO"
"GO:0007166","ENSMUSG00000024621","Csf1r","colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758]","GO"
"GO:0007166","ENSMUSG00000024639","Gnaq","guanine nucleotide binding protein, alpha q polypeptide [Source:MGI Symbol;Acc:MGI:95776]","GO"
"GO:0007166","ENSMUSG00000024642","Tle4","transducin-like enhancer of split 4 [Source:MGI Symbol;Acc:MGI:104633]","GO"
"GO:0007166","ENSMUSG00000024659","Anxa1","annexin A1 [Source:MGI Symbol;Acc:MGI:96819]","GO"
"GO:0007166","ENSMUSG00000024668","Sdhaf2","succinate dehydrogenase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1913322]","GO"
"GO:0007166","ENSMUSG00000024670","Cd6","CD6 antigen [Source:MGI Symbol;Acc:MGI:103566]","GO"
"GO:0007166","ENSMUSG00000024673","Ms4a1","membrane-spanning 4-domains, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:88321]","GO"
"GO:0007166","ENSMUSG00000024680","Ms4a2","membrane-spanning 4-domains, subfamily A, member 2 [Source:MGI Symbol;Acc:MGI:95495]","GO"
"GO:0007166","ENSMUSG00000024696","Lpxn","leupaxin [Source:MGI Symbol;Acc:MGI:2147677]","GO"
"GO:0007166","ENSMUSG00000024713","Pcsk5","proprotein convertase subtilisin/kexin type 5 [Source:MGI Symbol;Acc:MGI:97515]","GO"
"GO:0007166","ENSMUSG00000024740","Ddb1","damage specific DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1202384]","GO"
"GO:0007166","ENSMUSG00000024750","Zfand5","zinc finger, AN1-type domain 5 [Source:MGI Symbol;Acc:MGI:1278334]","GO"
"GO:0007166","ENSMUSG00000024777","Ppp2r5b","protein phosphatase 2, regulatory subunit B', beta [Source:MGI Symbol;Acc:MGI:2388480]","GO"
"GO:0007166","ENSMUSG00000024778","Fas","Fas (TNF receptor superfamily member 6) [Source:MGI Symbol;Acc:MGI:95484]","GO"
"GO:0007166","ENSMUSG00000024784","Gpha2","glycoprotein hormone alpha 2 [Source:MGI Symbol;Acc:MGI:2156541]","GO"
"GO:0007166","ENSMUSG00000024789","Jak2","Janus kinase 2 [Source:MGI Symbol;Acc:MGI:96629]","GO"
"GO:0007166","ENSMUSG00000024810","Il33","interleukin 33 [Source:MGI Symbol;Acc:MGI:1924375]","GO"
"GO:0007166","ENSMUSG00000024811","Tnks2","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:MGI Symbol;Acc:MGI:1921743]","GO"
"GO:0007166","ENSMUSG00000024812","Tjp2","tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]","GO"
"GO:0007166","ENSMUSG00000024837","Dmrt1","doublesex and mab-3 related transcription factor 1 [Source:MGI Symbol;Acc:MGI:1354733]","GO"
"GO:0007166","ENSMUSG00000024858","Grk2","G protein-coupled receptor kinase 2 [Source:MGI Symbol;Acc:MGI:87940]","GO"
"GO:0007166","ENSMUSG00000024868","Dkk1","dickkopf WNT signaling pathway inhibitor 1 [Source:MGI Symbol;Acc:MGI:1329040]","GO"
"GO:0007166","ENSMUSG00000024873","Cnih2","cornichon family AMPA receptor auxiliary protein 2 [Source:MGI Symbol;Acc:MGI:1277225]","GO"
"GO:0007166","ENSMUSG00000024901","Peli3","pellino 3 [Source:MGI Symbol;Acc:MGI:1924963]","GO"
"GO:0007166","ENSMUSG00000024913","Lrp5","low density lipoprotein receptor-related protein 5 [Source:MGI Symbol;Acc:MGI:1278315]","GO"
"GO:0007166","ENSMUSG00000024924","Vldlr","very low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:98935]","GO"
"GO:0007166","ENSMUSG00000024927","Rela","v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol;Acc:MGI:103290]","GO"
"GO:0007166","ENSMUSG00000024939","Fam89b","family with sequence similarity 89, member B [Source:MGI Symbol;Acc:MGI:106595]","GO"
"GO:0007166","ENSMUSG00000024940","Ltbp3","latent transforming growth factor beta binding protein 3 [Source:MGI Symbol;Acc:MGI:1101355]","GO"
"GO:0007166","ENSMUSG00000024947","Men1","multiple endocrine neoplasia 1 [Source:MGI Symbol;Acc:MGI:1316736]","GO"
"GO:0007166","ENSMUSG00000024952","Rps6ka4","ribosomal protein S6 kinase, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1930076]","GO"
"GO:0007166","ENSMUSG00000024959","Bad","BCL2-associated agonist of cell death [Source:MGI Symbol;Acc:MGI:1096330]","GO"
"GO:0007166","ENSMUSG00000024962","Vegfb","vascular endothelial growth factor B [Source:MGI Symbol;Acc:MGI:106199]","GO"
"GO:0007166","ENSMUSG00000024965","Fermt3","fermitin family member 3 [Source:MGI Symbol;Acc:MGI:2147790]","GO"
"GO:0007166","ENSMUSG00000024975","Pdcd4","programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490]","GO"
"GO:0007166","ENSMUSG00000024981","Acsl5","acyl-CoA synthetase long-chain family member 5 [Source:MGI Symbol;Acc:MGI:1919129]","GO"
"GO:0007166","ENSMUSG00000024985","Tcf7l2","transcription factor 7 like 2, T cell specific, HMG box [Source:MGI Symbol;Acc:MGI:1202879]","GO"
"GO:0007166","ENSMUSG00000024986","Hhex","hematopoietically expressed homeobox [Source:MGI Symbol;Acc:MGI:96086]","GO"
"GO:0007166","ENSMUSG00000025008","Tctn3","tectonic family member 3 [Source:MGI Symbol;Acc:MGI:1914840]","GO"
"GO:0007166","ENSMUSG00000025035","Arl3","ADP-ribosylation factor-like 3 [Source:MGI Symbol;Acc:MGI:1929699]","GO"
"GO:0007166","ENSMUSG00000025082","Vwa2","von Willebrand factor A domain containing 2 [Source:MGI Symbol;Acc:MGI:2684334]","GO"
"GO:0007166","ENSMUSG00000025083","Afap1l2","actin filament associated protein 1-like 2 [Source:MGI Symbol;Acc:MGI:2147658]","GO"
"GO:0007166","ENSMUSG00000025089","Gfra1","glial cell line derived neurotrophic factor family receptor alpha 1 [Source:MGI Symbol;Acc:MGI:1100842]","GO"
"GO:0007166","ENSMUSG00000025127","Gcgr","glucagon receptor [Source:MGI Symbol;Acc:MGI:99572]","GO"
"GO:0007166","ENSMUSG00000025132","Arhgdia","Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]","GO"
"GO:0007166","ENSMUSG00000025158","Rfng","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:894275]","GO"
"GO:0007166","ENSMUSG00000025162","Csnk1d","casein kinase 1, delta [Source:MGI Symbol;Acc:MGI:1355272]","GO"
"GO:0007166","ENSMUSG00000025190","Got1","glutamic-oxaloacetic transaminase 1, soluble [Source:MGI Symbol;Acc:MGI:95791]","GO"
"GO:0007166","ENSMUSG00000025207","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:MGI Symbol;Acc:MGI:1347047]","GO"
"GO:0007166","ENSMUSG00000025217","Btrc","beta-transducin repeat containing protein [Source:MGI Symbol;Acc:MGI:1338871]","GO"
"GO:0007166","ENSMUSG00000025219","Fgf8","fibroblast growth factor 8 [Source:MGI Symbol;Acc:MGI:99604]","GO"
"GO:0007166","ENSMUSG00000025223","Ldb1","LIM domain binding 1 [Source:MGI Symbol;Acc:MGI:894762]","GO"
"GO:0007166","ENSMUSG00000025226","Fbxl15","F-box and leucine-rich repeat protein 15 [Source:MGI Symbol;Acc:MGI:1915681]","GO"
"GO:0007166","ENSMUSG00000025231","Sufu","SUFU negative regulator of hedgehog signaling [Source:MGI Symbol;Acc:MGI:1345643]","GO"
"GO:0007166","ENSMUSG00000025232","Hexa","hexosaminidase A [Source:MGI Symbol;Acc:MGI:96073]","GO"
"GO:0007166","ENSMUSG00000025235","Bbs4","Bardet-Biedl syndrome 4 (human) [Source:MGI Symbol;Acc:MGI:2143311]","GO"
"GO:0007166","ENSMUSG00000025239","Limd1","LIM domains containing 1 [Source:MGI Symbol;Acc:MGI:1352502]","GO"
"GO:0007166","ENSMUSG00000025246","Tbl1x","transducin (beta)-like 1 X-linked [Source:MGI Symbol;Acc:MGI:1336172]","GO"
"GO:0007166","ENSMUSG00000025314","Ptprj","protein tyrosine phosphatase, receptor type, J [Source:MGI Symbol;Acc:MGI:104574]","GO"
"GO:0007166","ENSMUSG00000025321","Itgb8","integrin beta 8 [Source:MGI Symbol;Acc:MGI:1338035]","GO"
"GO:0007166","ENSMUSG00000025340","Rabgef1","RAB guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1929459]","GO"
"GO:0007166","ENSMUSG00000025348","Itga7","integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]","GO"
"GO:0007166","ENSMUSG00000025351","Cd63","CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]","GO"
"GO:0007166","ENSMUSG00000025352","Gdf11","growth differentiation factor 11 [Source:MGI Symbol;Acc:MGI:1338027]","GO"
"GO:0007166","ENSMUSG00000025371","Chmp6","charged multivesicular body protein 6 [Source:MGI Symbol;Acc:MGI:3583942]","GO"
"GO:0007166","ENSMUSG00000025372","Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]","GO"
"GO:0007166","ENSMUSG00000025373","Rnf41","ring finger protein 41 [Source:MGI Symbol;Acc:MGI:1914838]","GO"
"GO:0007166","ENSMUSG00000025383","Il23a","interleukin 23, alpha subunit p19 [Source:MGI Symbol;Acc:MGI:1932410]","GO"
"GO:0007166","ENSMUSG00000025386","Pde6g","phosphodiesterase 6G, cGMP-specific, rod, gamma [Source:MGI Symbol;Acc:MGI:97526]","GO"
"GO:0007166","ENSMUSG00000025405","Inhbc","inhibin beta-C [Source:MGI Symbol;Acc:MGI:105932]","GO"
"GO:0007166","ENSMUSG00000025407","Gli1","GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]","GO"
"GO:0007166","ENSMUSG00000025408","Ddit3","DNA-damage inducible transcript 3 [Source:MGI Symbol;Acc:MGI:109247]","GO"
"GO:0007166","ENSMUSG00000025422","Agap2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]","GO"
"GO:0007166","ENSMUSG00000025427","Rnf165","ring finger protein 165 [Source:MGI Symbol;Acc:MGI:2444521]","GO"
"GO:0007166","ENSMUSG00000025473","Adam8","a disintegrin and metallopeptidase domain 8 [Source:MGI Symbol;Acc:MGI:107825]","GO"
"GO:0007166","ENSMUSG00000025475","Adgra1","adhesion G protein-coupled receptor A1 [Source:MGI Symbol;Acc:MGI:1277167]","GO"
"GO:0007166","ENSMUSG00000025491","Ifitm1","interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963]","GO"
"GO:0007166","ENSMUSG00000025492","Ifitm3","interferon induced transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1913391]","GO"
"GO:0007166","ENSMUSG00000025494","Sigirr","single immunoglobulin and toll-interleukin 1 receptor (TIR) domain [Source:MGI Symbol;Acc:MGI:1344402]","GO"
"GO:0007166","ENSMUSG00000025496","Drd4","dopamine receptor D4 [Source:MGI Symbol;Acc:MGI:94926]","GO"
"GO:0007166","ENSMUSG00000025498","Irf7","interferon regulatory factor 7 [Source:MGI Symbol;Acc:MGI:1859212]","GO"
"GO:0007166","ENSMUSG00000025499","Hras","Harvey rat sarcoma virus oncogene [Source:MGI Symbol;Acc:MGI:96224]","GO"
"GO:0007166","ENSMUSG00000025507","Pidd1","p53 induced death domain protein 1 [Source:MGI Symbol;Acc:MGI:1889507]","GO"
"GO:0007166","ENSMUSG00000025580","Eif4a3","eukaryotic translation initiation factor 4A3 [Source:MGI Symbol;Acc:MGI:1923731]","GO"
"GO:0007166","ENSMUSG00000025746","Il6","interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]","GO"
