geneid	15948X1	15948X2	15948X3	15948X4	15948X5	15948X6	15948X7	15948X8	15948X9	15948X10
ENSMUSG00000028577	112	169	559	191	160	349	851	346	244	140
ENSMUSG00000028578	11	12	49	10	14	14	61	23	13	17
ENSMUSG00000028580	77	103	404	121	77	256	679	267	141	77
ENSMUSG00000028581	11	7	42	10	3	31	115	42	21	10
ENSMUSG00000028582	15	19	77	24	12	43	154	52	29	20
ENSMUSG00000028583	3	3	32	7	2	17	92	46	13	4
ENSMUSG00000028584	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028587	0	1	1	2	0	1	6	1	0	0
ENSMUSG00000028589	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028590	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028591	0	0	0	0	0	0	1	6	1	0
ENSMUSG00000028593	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028597	4	1	13	3	1	6	58	10	4	4
ENSMUSG00000028599	9	7	36	13	8	34	133	43	20	12
ENSMUSG00000028600	10	11	67	11	10	41	32	31	30	13
ENSMUSG00000028601	14	13	104	22	21	81	147	54	27	22
ENSMUSG00000028602	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000028603	270	301	1224	455	347	841	1297	470	351	330
ENSMUSG00000028607	113	130	680	180	105	351	587	243	101	93
ENSMUSG00000028608	17	53	135	42	36	74	226	99	45	42
ENSMUSG00000028609	33	43	135	58	40	125	231	66	52	58
ENSMUSG00000028610	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028612	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028613	0	1	6	2	0	3	40	24	5	1
ENSMUSG00000028614	21	25	140	32	44	99	203	75	49	31
ENSMUSG00000028617	4	6	11	2	2	9	42	19	10	9
ENSMUSG00000028618	28	30	163	55	49	95	355	143	51	43
ENSMUSG00000028619	12	13	75	19	20	38	74	28	22	17
ENSMUSG00000028621	3	2	19	4	0	25	33	9	6	4
ENSMUSG00000028622	21	31	130	40	29	100	243	89	40	31
ENSMUSG00000028626	0	0	0	0	0	0	35	8	1	1
ENSMUSG00000028629	2	5	14	3	4	7	20	8	9	5
ENSMUSG00000028630	23	69	229	71	44	126	340	154	64	41
ENSMUSG00000028631	4	0	9	5	5	11	11	5	7	3
ENSMUSG00000028633	29	27	164	45	32	104	327	117	74	47
ENSMUSG00000028634	14	14	38	11	14	30	53	41	25	14
ENSMUSG00000028635	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028636	3	6	14	3	4	21	73	17	11	7
ENSMUSG00000028637	0	0	0	0	1	0	4	0	0	2
ENSMUSG00000028639	920	1311	4929	1432	989	3163	4916	1699	1429	1132
ENSMUSG00000028640	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028641	8	11	50	13	12	34	122	32	28	12
ENSMUSG00000028642	0	0	1	0	0	1	1	3	2	1
ENSMUSG00000028643	3	2	13	0	0	3	38	8	5	7
ENSMUSG00000028644	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000028645	8	15	42	7	6	32	171	72	33	5
ENSMUSG00000028646	55	62	235	91	69	144	442	154	140	77
ENSMUSG00000028647	15	15	67	32	14	40	97	60	30	22
ENSMUSG00000028648	188	171	686	275	228	538	601	175	299	274
ENSMUSG00000028649	1902	2868	9663	2929	1699	6626	15426	5375	3349	2769
ENSMUSG00000028651	4	5	37	5	6	22	71	18	6	10
ENSMUSG00000028653	6	7	39	6	10	24	99	12	22	12
ENSMUSG00000028654	0	0	0	0	0	3	3	0	1	1
ENSMUSG00000028655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028656	46	54	303	83	63	207	634	236	122	101
ENSMUSG00000028657	65	103	364	88	69	202	429	198	82	87
ENSMUSG00000028661	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000028664	0	0	5	0	0	4	12	4	4	1
ENSMUSG00000028668	69	96	387	102	86	258	656	255	167	98
ENSMUSG00000028669	8	8	31	16	3	32	75	18	17	6
ENSMUSG00000028670	2	6	24	2	2	14	45	16	9	3
ENSMUSG00000028671	0	0	3	0	0	0	9	3	0	0
ENSMUSG00000028672	9	8	61	14	4	38	123	44	24	7
ENSMUSG00000028673	10	12	56	16	10	43	143	49	31	24
ENSMUSG00000028675	82	136	460	112	73	240	545	227	161	130
ENSMUSG00000028676	102	172	510	172	174	357	564	206	161	207
ENSMUSG00000028677	26	24	107	31	18	78	197	68	49	22
ENSMUSG00000028678	1	0	1	2	0	0	19	2	3	0
ENSMUSG00000028680	3	0	17	3	2	9	30	7	6	3
ENSMUSG00000028681	0	1	3	0	0	3	7	3	2	0
ENSMUSG00000028683	11	16	100	26	17	61	168	52	28	15
ENSMUSG00000028684	21	29	145	29	19	72	192	54	45	22
ENSMUSG00000028687	0	2	2	2	0	2	10	5	5	0
ENSMUSG00000028688	1	6	19	4	2	13	37	13	7	4
ENSMUSG00000028689	5	0	16	1	3	10	15	13	2	3
ENSMUSG00000028690	56	107	282	69	73	201	402	174	92	79
ENSMUSG00000028691	86	80	440	93	75	292	806	208	130	87
ENSMUSG00000028692	58	78	434	89	56	269	861	270	180	104
ENSMUSG00000028693	43	55	193	85	42	148	295	72	96	71
ENSMUSG00000028696	9	13	54	13	3	23	58	18	24	9
ENSMUSG00000028698	6	20	73	22	12	49	177	67	28	28
ENSMUSG00000028699	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028700	19	30	121	35	19	86	281	75	51	35
ENSMUSG00000028701	11	4	42	5	4	13	58	18	10	13
ENSMUSG00000028702	0	0	4	3	0	1	10	5	0	0
ENSMUSG00000028703	4	8	69	22	5	37	131	43	25	15
ENSMUSG00000028706	32	38	119	30	22	90	224	75	44	40
ENSMUSG00000028707	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028708	18	19	51	16	7	43	127	45	23	18
ENSMUSG00000028709	9	15	50	13	9	32	85	37	32	14
ENSMUSG00000028710	36	55	141	57	50	98	255	100	64	56
ENSMUSG00000028712	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028713	3	14	73	10	15	34	94	17	18	8
ENSMUSG00000028715	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028716	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028717	7	8	30	7	12	21	35	14	15	10
ENSMUSG00000028718	0	2	2	1	0	1	20	4	0	2
ENSMUSG00000028719	50	61	251	83	48	168	393	123	102	76
ENSMUSG00000028729	28	40	177	54	41	114	231	79	61	50
ENSMUSG00000028730	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000028736	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028737	70	121	291	116	90	196	216	76	75	79
ENSMUSG00000028738	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028741	5	7	38	6	4	29	98	22	27	10
ENSMUSG00000028743	12	16	45	15	8	33	80	35	19	6
ENSMUSG00000028744	2	12	13	2	4	17	16	9	7	6
ENSMUSG00000028745	264	354	1119	382	362	780	1584	706	483	399
ENSMUSG00000028747	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028749	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028750	0	0	0	2	0	0	1	0	0	0
ENSMUSG00000028751	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028753	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028755	0	0	0	0	0	0	11	3	0	0
ENSMUSG00000028756	238	367	1735	385	237	1031	1569	635	329	268
ENSMUSG00000028757	28	37	168	41	28	95	390	114	92	38
ENSMUSG00000028758	0	0	0	1	0	1	0	1	0	0
ENSMUSG00000028759	120	156	632	170	114	464	985	371	222	170
ENSMUSG00000028760	79	143	433	144	85	232	760	348	222	171
ENSMUSG00000028763	343	363	1231	400	258	849	2918	1587	703	348
ENSMUSG00000028766	27	40	157	38	19	163	525	219	93	49
ENSMUSG00000028771	42	71	247	95	81	139	385	162	90	66
ENSMUSG00000028772	32	44	161	52	26	94	237	103	74	63
ENSMUSG00000028773	1041	1478	4830	1629	1172	3399	3731	1337	1070	1203
ENSMUSG00000028776	20	21	99	26	23	96	170	47	28	13
ENSMUSG00000028777	1	2	7	2	3	2	2	2	1	3
ENSMUSG00000028778	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028779	10	1	29	8	5	28	81	42	5	7
ENSMUSG00000028780	46	64	289	71	31	147	287	84	70	68
ENSMUSG00000028782	0	1	6	1	0	3	9	4	1	0
ENSMUSG00000028784	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000028785	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000028786	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028788	308	486	1542	571	387	1121	3012	1138	710	515
ENSMUSG00000028789	1	1	2	0	0	3	11	2	1	1
ENSMUSG00000028790	85	109	333	113	88	233	416	178	115	158
ENSMUSG00000028792	28	35	149	31	23	112	226	68	53	23
ENSMUSG00000028793	13	24	106	29	17	61	177	60	34	19
ENSMUSG00000028794	0	0	1	0	1	3	1	2	2	0
ENSMUSG00000028795	7	6	26	10	8	22	65	17	15	5
ENSMUSG00000028796	13	18	75	17	12	44	196	64	30	17
ENSMUSG00000028797	25	37	158	52	29	118	282	84	64	38
ENSMUSG00000028798	17	40	173	40	24	119	293	112	53	37
ENSMUSG00000028799	4	10	20	10	4	18	35	27	7	5
ENSMUSG00000028800	8	5	24	13	2	25	76	21	17	6
ENSMUSG00000028801	2	2	5	1	0	0	9	4	0	0
ENSMUSG00000028803	15	26	113	25	17	72	162	67	45	26
ENSMUSG00000028804	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000028807	1	4	12	4	2	5	22	15	9	4
ENSMUSG00000028809	129	162	528	191	159	330	483	258	183	183
ENSMUSG00000028811	8	15	59	18	14	52	250	85	45	19
ENSMUSG00000028813	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028820	165	208	790	256	205	457	938	383	284	187
ENSMUSG00000028821	71	100	362	106	76	247	415	138	137	94
ENSMUSG00000028822	13	33	167	25	27	85	309	104	66	43
ENSMUSG00000028825	2	6	11	5	1	1	10	4	8	1
ENSMUSG00000028826	42	48	227	62	49	143	330	116	95	61
ENSMUSG00000028830	29	35	173	37	27	107	336	128	91	43
ENSMUSG00000028832	4	3	27	5	7	10	42	3	5	4
ENSMUSG00000028833	6	5	42	12	7	25	97	43	15	7
ENSMUSG00000028834	198	250	971	263	177	798	1228	288	243	204
ENSMUSG00000028836	1	0	0	0	0	2	1	2	0	0
ENSMUSG00000028837	33	52	280	59	44	178	576	226	94	39
ENSMUSG00000028838	9	11	47	8	3	20	105	37	14	5
ENSMUSG00000028840	0	0	4	1	1	5	24	11	8	4
ENSMUSG00000028841	0	1	11	0	3	2	116	29	13	3
ENSMUSG00000028842	56	115	417	95	85	302	614	289	180	126
ENSMUSG00000028843	16	19	70	16	8	64	185	93	31	15
ENSMUSG00000028845	0	1	0	1	1	0	5	4	0	1
ENSMUSG00000028847	10	13	60	26	12	49	180	54	36	18
ENSMUSG00000028848	2	1	5	0	1	4	16	11	5	2
ENSMUSG00000028849	150	199	578	218	154	477	932	416	246	131
ENSMUSG00000028850	1	2	9	7	1	6	13	2	3	2
ENSMUSG00000028851	59	66	277	68	67	186	378	113	84	70
ENSMUSG00000028854	14	9	30	19	6	28	84	36	16	13
ENSMUSG00000028857	7	2	38	12	2	10	83	34	15	7
ENSMUSG00000028859	1	0	1	0	1	1	13	9	4	1
ENSMUSG00000028860	0	0	0	0	0	1	3	1	0	0
ENSMUSG00000028861	59	81	273	74	59	191	394	146	106	79
ENSMUSG00000028862	3	29	75	22	32	94	79	27	14	19
ENSMUSG00000028863	19	23	70	23	10	48	85	36	23	20
ENSMUSG00000028864	4	0	17	4	4	7	22	13	3	4
ENSMUSG00000028865	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000028868	40	48	174	48	39	116	292	175	73	44
ENSMUSG00000028869	103	122	419	162	97	263	477	153	141	137
ENSMUSG00000028871	1	0	11	2	0	6	4	9	1	4
ENSMUSG00000028873	0	0	1	0	0	1	16	1	2	0
ENSMUSG00000028874	0	0	3	0	1	2	7	0	2	2
ENSMUSG00000028876	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028878	29	28	139	28	26	87	199	74	69	35
ENSMUSG00000028879	81	92	427	124	97	271	593	195	157	117
ENSMUSG00000028882	13	23	66	16	11	64	120	42	19	17
ENSMUSG00000028883	6	9	25	16	4	22	49	27	14	9
ENSMUSG00000028884	5	5	37	8	4	31	45	7	9	6
ENSMUSG00000028885	0	0	1	1	1	3	13	5	6	0
ENSMUSG00000028886	56	70	229	78	43	166	325	130	91	70
ENSMUSG00000028889	10	10	42	4	12	17	71	22	9	6
ENSMUSG00000028890	12	35	119	38	24	91	148	74	32	24
ENSMUSG00000028893	2	3	8	1	0	3	16	3	3	1
ENSMUSG00000028894	7	18	53	18	8	36	106	45	18	21
ENSMUSG00000028896	1	3	16	3	1	13	44	10	3	6
ENSMUSG00000028898	8	16	65	12	7	36	82	38	19	16
ENSMUSG00000028899	17	27	104	18	17	71	142	63	23	28
ENSMUSG00000028901	10	20	71	26	13	36	107	29	26	12
ENSMUSG00000028902	15	26	127	39	21	74	190	66	49	33
ENSMUSG00000028906	241	363	1188	375	350	845	1158	755	592	282
ENSMUSG00000028907	17	25	116	43	25	65	180	69	42	42
ENSMUSG00000028909	4	7	13	7	7	10	9	6	1	0
ENSMUSG00000028910	8	11	58	11	13	42	74	24	22	12
ENSMUSG00000028911	24	29	125	35	22	71	152	78	28	30
ENSMUSG00000028914	8	5	23	7	6	13	62	15	12	0
ENSMUSG00000028917	69	82	315	89	61	296	543	236	161	73
ENSMUSG00000028919	5	8	49	11	5	30	82	24	13	8
ENSMUSG00000028920	7	10	54	10	17	30	94	46	15	16
ENSMUSG00000028923	6	11	31	11	4	18	100	36	23	7
ENSMUSG00000028926	21	28	133	30	38	72	246	98	73	41
ENSMUSG00000028927	0	1	4	3	0	1	9	3	3	3
ENSMUSG00000028931	0	1	8	1	2	4	6	2	6	0
ENSMUSG00000028932	58	73	313	78	75	185	405	127	97	64
ENSMUSG00000028933	4	6	28	4	6	22	33	13	13	1
ENSMUSG00000028936	80	109	556	134	84	310	1018	233	190	112
ENSMUSG00000028937	18	25	125	39	21	88	332	116	54	34
ENSMUSG00000028938	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028940	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028943	1	3	9	5	2	11	9	2	0	1
ENSMUSG00000028944	23	34	166	47	36	82	171	76	75	43
ENSMUSG00000028945	47	58	337	90	70	190	475	134	101	80
ENSMUSG00000028946	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028948	11	20	56	18	22	42	129	44	28	18
ENSMUSG00000028949	18	16	120	31	25	86	253	113	71	19
ENSMUSG00000028950	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000028952	1	0	8	4	0	12	31	7	2	4
ENSMUSG00000028953	34	58	217	63	38	161	414	139	93	63
ENSMUSG00000028954	56	70	334	73	75	199	429	159	98	63
ENSMUSG00000028955	33	40	158	56	51	97	372	121	95	39
ENSMUSG00000028957	72	36	152	38	41	122	97	48	79	26
ENSMUSG00000028958	3	7	23	6	4	14	50	18	12	5
ENSMUSG00000028959	37	64	296	64	52	214	602	195	80	45
ENSMUSG00000028960	47	52	203	58	37	123	286	122	78	40
ENSMUSG00000028961	9	19	59	29	15	48	98	43	33	13
ENSMUSG00000028962	15	17	80	29	9	48	165	56	39	11
ENSMUSG00000028963	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028964	69	98	465	83	69	301	751	210	170	93
ENSMUSG00000028965	0	0	0	0	0	1	1	0	1	0
ENSMUSG00000028967	28	86	300	56	49	206	245	77	50	59
ENSMUSG00000028969	7	10	44	10	2	34	93	30	13	12
ENSMUSG00000028970	14	19	70	19	7	48	88	29	24	17
ENSMUSG00000028971	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000028972	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028973	19	23	112	21	14	74	192	35	30	14
ENSMUSG00000028974	9	20	56	16	15	44	265	54	43	22
ENSMUSG00000028975	5	11	32	7	14	24	91	31	11	7
ENSMUSG00000028976	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000028977	70	105	270	82	70	163	302	112	74	81
ENSMUSG00000028978	23	16	104	24	19	54	204	84	42	20
ENSMUSG00000028979	1	0	1	0	0	3	0	0	0	0
ENSMUSG00000028980	22	27	131	23	23	94	175	91	43	19
ENSMUSG00000028982	7	9	44	9	13	29	41	13	3	7
ENSMUSG00000028986	64	108	364	96	80	202	576	224	129	88
ENSMUSG00000028988	5	20	69	21	14	58	303	61	43	11
ENSMUSG00000028989	0	1	7	2	3	8	77	88	8	9
ENSMUSG00000028990	19	23	76	33	14	57	154	42	32	20
ENSMUSG00000028991	63	93	320	104	81	271	905	339	209	79
ENSMUSG00000028992	19	37	120	20	18	96	212	85	28	28
ENSMUSG00000028995	89	96	415	119	67	224	390	130	110	93
ENSMUSG00000028996	1	7	57	13	12	31	101	22	25	6
ENSMUSG00000028998	43	31	186	34	30	89	247	66	70	54
ENSMUSG00000028999	21	36	105	36	15	83	140	63	35	22
ENSMUSG00000029001	4	4	50	8	9	42	161	37	29	12
ENSMUSG00000029003	7	6	18	2	8	10	27	16	11	4
ENSMUSG00000029004	249	293	937	402	265	556	882	459	340	264
ENSMUSG00000029005	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000029007	27	33	137	36	35	109	324	112	68	31
ENSMUSG00000029009	9	6	47	11	4	34	113	30	12	9
ENSMUSG00000029012	9	13	57	12	12	44	117	29	25	12
ENSMUSG00000029014	50	52	238	73	40	176	423	134	90	71
ENSMUSG00000029015	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000029016	5	12	35	12	8	36	76	19	18	17
ENSMUSG00000029017	206	296	1274	340	253	793	1921	600	449	282
ENSMUSG00000029019	16	58	309	33	66	180	4814	1775	600	59
ENSMUSG00000029020	577	749	2618	774	555	1777	3072	1529	873	555
ENSMUSG00000029022	7	8	27	1	9	19	62	16	17	9
ENSMUSG00000029026	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029027	2	8	11	2	8	9	17	7	3	2
ENSMUSG00000029028	12	10	67	15	9	47	103	39	19	8
ENSMUSG00000029029	3	5	10	4	0	7	27	8	6	4
ENSMUSG00000029030	23	38	175	51	25	129	313	135	68	37
ENSMUSG00000029032	0	0	1	0	0	1	3	0	0	0
ENSMUSG00000029033	9	11	36	10	9	40	72	30	12	10
ENSMUSG00000029034	9	13	40	12	5	26	116	53	25	14
ENSMUSG00000029036	48	29	154	37	23	88	251	58	49	30
ENSMUSG00000029038	16	44	168	40	25	80	395	130	80	26
ENSMUSG00000029044	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029047	9	12	59	12	20	33	105	47	20	8
ENSMUSG00000029048	46	83	274	73	56	174	504	122	111	75
ENSMUSG00000029049	0	2	10	4	1	4	6	5	1	2
ENSMUSG00000029050	63	143	363	116	90	237	540	343	154	102
ENSMUSG00000029053	0	2	22	1	1	5	28	9	8	5
ENSMUSG00000029054	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029055	0	0	1	0	0	0	1	1	0	0
ENSMUSG00000029056	19	42	174	40	34	131	298	92	51	44
ENSMUSG00000029059	10	13	104	17	14	77	251	64	43	19
ENSMUSG00000029060	9	21	76	18	5	41	175	55	21	9
ENSMUSG00000029061	2	0	14	3	3	6	65	26	5	3
ENSMUSG00000029062	93	81	259	106	108	178	320	144	110	131
ENSMUSG00000029063	21	21	133	19	17	57	222	95	38	29
ENSMUSG00000029064	78	112	358	114	108	241	701	294	173	103
ENSMUSG00000029066	10	14	53	15	11	52	175	43	38	19
ENSMUSG00000029068	57	86	284	82	56	189	442	159	110	46
ENSMUSG00000029070	21	10	83	17	6	52	295	154	39	29
ENSMUSG00000029071	17	27	128	39	22	83	256	97	55	25
ENSMUSG00000029072	0	0	1	0	0	0	6	4	3	1
ENSMUSG00000029073	1	5	17	5	4	4	28	13	3	5
ENSMUSG00000029074	0	7	2	2	0	0	0	1	0	5
ENSMUSG00000029075	0	0	2	0	0	2	4	1	5	0
ENSMUSG00000029076	97	128	464	131	101	320	860	326	231	129
ENSMUSG00000029082	1	2	9	0	0	3	9	2	5	1
ENSMUSG00000029084	16	32	67	14	16	51	276	103	39	34
ENSMUSG00000029086	1	0	5	1	2	13	4	3	3	0
ENSMUSG00000029088	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029089	11	12	61	7	10	24	62	39	18	16
ENSMUSG00000029090	33	36	126	49	24	93	248	89	63	32
ENSMUSG00000029092	0	0	3	0	0	1	10	2	4	2
ENSMUSG00000029093	15	18	56	18	7	28	92	29	18	16
ENSMUSG00000029094	58	38	191	42	34	106	287	167	59	64
ENSMUSG00000029095	21	35	96	36	14	59	56	29	8	19
ENSMUSG00000029096	21	29	96	37	10	72	121	105	32	21
ENSMUSG00000029097	3	12	26	9	2	15	23	7	7	13
ENSMUSG00000029098	15	22	103	27	19	77	288	82	50	37
ENSMUSG00000029101	12	15	88	21	15	44	104	52	29	23
ENSMUSG00000029102	0	2	0	0	0	5	4	0	0	0
ENSMUSG00000029103	44	51	252	75	49	147	511	189	106	56
ENSMUSG00000029104	56	68	255	67	42	162	475	206	114	66
ENSMUSG00000029106	123	172	714	188	118	425	1205	484	299	194
ENSMUSG00000029108	431	680	1954	627	474	1540	2244	950	632	583
ENSMUSG00000029110	16	29	149	40	23	88	317	135	52	45
ENSMUSG00000029111	7	11	61	12	14	32	73	41	17	19
ENSMUSG00000029112	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029119	14	19	75	17	9	46	226	107	44	20
ENSMUSG00000029120	1	0	2	0	0	1	1	1	0	0
ENSMUSG00000029121	0	1	1	2	0	1	10	2	1	0
ENSMUSG00000029122	9	12	34	14	4	31	79	38	20	18
ENSMUSG00000029123	1	2	7	2	0	1	5	0	2	3
ENSMUSG00000029125	12	22	70	15	11	46	127	36	22	12
ENSMUSG00000029126	2	6	9	5	2	8	39	6	2	6
ENSMUSG00000029127	7	7	11	9	3	5	19	7	2	2
ENSMUSG00000029128	72	102	369	113	68	221	494	160	127	94
ENSMUSG00000029130	0	0	3	1	0	0	5	1	2	0
ENSMUSG00000029131	30	39	167	45	45	112	299	101	84	58
ENSMUSG00000029134	0	0	6	9	2	2	6	3	1	1
ENSMUSG00000029135	26	39	241	48	31	107	367	99	58	53
ENSMUSG00000029136	0	3	3	2	1	6	9	5	1	1
ENSMUSG00000029138	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000029141	33	38	137	38	23	94	267	70	50	49
ENSMUSG00000029145	14	21	129	36	23	109	265	82	54	27
ENSMUSG00000029146	9	20	72	18	10	47	210	72	26	19
ENSMUSG00000029147	32	48	218	68	51	155	355	111	91	59
ENSMUSG00000029148	49	62	327	74	56	227	629	168	114	76
ENSMUSG00000029149	0	1	1	0	0	3	7	1	2	0
ENSMUSG00000029151	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000029152	112	153	547	170	111	468	1029	342	236	164
ENSMUSG00000029153	2	2	17	3	3	18	19	5	1	6
ENSMUSG00000029154	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000029155	0	0	2	2	1	2	10	1	1	1
ENSMUSG00000029156	172	327	1313	241	173	672	1223	470	241	260
ENSMUSG00000029158	65	99	502	110	75	240	412	119	80	69
ENSMUSG00000029161	0	0	6	0	0	1	7	3	1	0
ENSMUSG00000029162	6	6	41	4	4	30	39	15	9	6
ENSMUSG00000029163	10	13	59	9	11	49	376	120	47	21
ENSMUSG00000029165	5	10	23	6	1	12	64	15	15	7
ENSMUSG00000029166	17	18	69	22	17	47	124	73	41	17
ENSMUSG00000029167	268	611	1606	571	818	1538	1089	428	342	437
ENSMUSG00000029168	0	0	0	0	0	2	2	0	1	0
ENSMUSG00000029169	134	298	748	283	226	536	964	420	273	266
ENSMUSG00000029171	9	14	54	21	19	31	107	53	31	14
ENSMUSG00000029173	17	25	83	29	13	45	154	68	23	28
ENSMUSG00000029174	23	27	157	29	20	65	212	69	68	32
ENSMUSG00000029175	16	33	122	44	18	99	465	201	78	40
ENSMUSG00000029176	40	73	289	73	54	164	419	165	143	71
ENSMUSG00000029177	23	16	86	25	12	60	460	109	77	46
ENSMUSG00000029178	83	143	479	126	114	352	452	251	163	109
ENSMUSG00000029179	11	22	95	24	21	71	199	86	37	30
ENSMUSG00000029182	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029184	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029185	20	25	124	32	19	85	324	92	87	48
ENSMUSG00000029186	5	5	36	7	8	11	51	33	14	5
ENSMUSG00000029188	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000029189	1	1	5	0	0	3	5	1	0	0
ENSMUSG00000029190	260	325	1225	336	294	890	1459	629	435	344
ENSMUSG00000029191	69	98	373	129	96	246	643	214	129	88
ENSMUSG00000029192	4	13	46	19	7	26	83	51	17	16
ENSMUSG00000029193	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029195	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000029196	22	19	64	27	24	50	98	51	38	26
ENSMUSG00000029198	36	55	211	48	50	170	475	143	104	45
ENSMUSG00000029199	27	46	195	46	41	111	374	110	76	44
ENSMUSG00000029201	18	20	73	30	21	58	128	53	38	21
ENSMUSG00000029202	166	198	730	208	178	456	1055	408	284	219
ENSMUSG00000029203	56	64	227	66	61	166	385	178	83	79
ENSMUSG00000029204	0	0	11	1	0	3	8	1	4	1
ENSMUSG00000029205	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029206	0	0	1	0	0	0	2	1	0	0
ENSMUSG00000029207	128	177	518	150	109	376	1016	516	248	176
ENSMUSG00000029208	54	98	312	110	90	231	487	158	127	94
ENSMUSG00000029209	17	24	109	28	15	47	183	66	33	30
ENSMUSG00000029211	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000029212	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000029213	19	36	134	47	33	65	218	68	61	30
ENSMUSG00000029217	20	25	137	40	22	100	211	62	45	28
ENSMUSG00000029219	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029221	139	206	813	226	200	561	1124	391	304	196
ENSMUSG00000029223	1	1	9	3	1	8	39	11	3	2
ENSMUSG00000029227	121	182	486	209	123	382	685	271	179	196
ENSMUSG00000029228	18	10	70	20	22	47	150	40	25	14
ENSMUSG00000029229	26	30	110	43	27	66	154	67	40	39
ENSMUSG00000029231	74	90	437	132	75	258	588	228	188	142
ENSMUSG00000029233	2	6	20	8	2	12	58	19	9	5
ENSMUSG00000029234	14	9	58	26	15	45	165	55	18	15
ENSMUSG00000029235	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029236	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029238	138	288	967	347	213	567	1308	570	306	298
ENSMUSG00000029245	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000029246	65	77	246	90	46	193	283	100	70	100
ENSMUSG00000029247	108	195	788	233	182	479	1179	450	329	210
ENSMUSG00000029248	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029249	32	59	243	69	58	177	373	165	93	57
ENSMUSG00000029250	65	133	590	165	107	334	712	277	166	136
ENSMUSG00000029253	23	26	105	37	18	71	195	72	44	43
ENSMUSG00000029254	2	1	10	1	2	4	16	4	0	3
ENSMUSG00000029255	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000029260	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029263	26	36	141	42	39	87	215	58	56	36
ENSMUSG00000029265	29	40	156	34	35	87	271	88	60	33
ENSMUSG00000029267	20	34	140	48	28	93	243	82	42	40
